link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
201292AB,,-1,,,202618,202621,"LINESTRING (-112.428346 33.638862, -112.428301 33.631535)",,3,3,0,0.504980,39.000000,700.000000,45.000000,33.150002,0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 39.000,38.513,39.000,39.000,39.000,39.000,38.513,39.000,39.000,37.292,32.884,32.789,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.992,0.989,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.068,37.137,36.205,35.274,34.342,33.411,30.044,23.214,30.044,33.868,36.434,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.906,0.700,0.906,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201292BA,,-1,,,202621,202618,"LINESTRING (-112.425095 33.631555, -112.425140 33.638882)",,3,3,0,0.504980,39.000000,700.000000,45.000000,33.150002,0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 0.009008,39.000000, 39.000000,7.750000,7.750000, 0.000000,0.003198,0.000005,33.150002, 39.000,38.513,39.000,39.000,39.000,39.000,38.513,39.000,39.000,37.367,33.462,33.545,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.109,37.219,36.328,35.438,34.547,33.656,33.736,24.444,33.736,34.445,36.723,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.737,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201294AB,,-1,,,202604,202602,"LINESTRING (-112.409414 33.640400, -112.417132 33.640417)",,2,3,0,0.444920,39.000000,900.000000,45.000000,33.150002,18.727977,38.999895, 38.999175,7.749980,7.750020, 0.000040,2.250229,0.002500,33.150002, 18.727977,38.999895, 38.999175,7.749980,7.750020, 0.000040,2.250229,0.002500,33.150002, 18.727977,38.999895, 38.999175,7.749980,7.750020, 0.000040,2.250229,0.002500,33.150002, 39.000,38.512,39.000,39.000,38.999,38.998,38.510,38.998,38.999,37.287,32.963,32.906,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.994,0.993,1.000,1.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,33.149,38.999,39.000,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,33.148,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,39.000,39.000,38.066,37.132,36.197,35.263,34.329,33.395,30.277,23.722,30.277,33.828,36.414,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.913,0.716,0.913,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201294BA,,-1,,,202602,202604,"LINESTRING (-112.417140 33.637211, -112.409422 33.637194)",,2,3,0,0.444920,39.000000,900.000000,45.000000,33.150002,20.215607,38.999881, 38.999061,7.749977,7.750023, 0.000046,2.428973,0.002699,33.150002, 20.215607,38.999881, 38.999061,7.749977,7.750023, 0.000046,2.428973,0.002699,33.150002, 20.215607,38.999881, 38.999061,7.749977,7.750023, 0.000046,2.428973,0.002699,33.150002, 39.000,38.512,39.000,39.000,38.999,38.998,38.510,38.998,38.999,37.295,33.071,33.030,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,0.996,1.000,1.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,33.149,38.999,38.999,39.000,39.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.998,38.998,38.997,33.147,38.997,38.998,38.998,38.998,38.999,38.999,38.999,38.999,39.000,39.000,38.070,37.140,36.211,35.281,34.351,33.421,30.591,23.837,30.591,33.895,36.447,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.923,0.719,0.923,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201296AB,,-1,,,202600,202599,"LINESTRING (-112.418422 33.626198, -112.418247 33.636862)",,1,3,0,0.735030,68.000000,1935.000000,45.000000,57.799999,645.361602,67.979891, 67.853455,7.748047,7.751953, 0.003906,73.428813,0.037948,57.799999, 645.361602,67.979891, 67.853455,7.748047,7.751953, 0.003906,73.428813,0.037948,57.799999, 645.361602,67.979891, 67.853455,7.748047,7.751953, 0.003906,73.428813,0.037948,57.799999, 67.962,67.033,67.936,67.974,67.916,67.858,66.966,67.875,67.956,65.443,60.491,61.364,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.979,67.958,67.937,67.916,67.895,67.874,57.665,67.883,67.912,67.941,67.971,68.000,67.986,67.971,67.957,67.942,67.928,67.913,67.899,67.885,67.870,67.856,67.841,67.827,67.813,57.617,67.818,67.838,67.859,67.879,67.899,67.919,67.939,67.960,67.980,68.000,66.606,65.211,63.817,62.422,61.028,59.633,58.239,47.942,58.768,61.845,64.923,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.829,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201298AB,,-1,,,202597,202596,"LINESTRING (-112.418445 33.636825, -112.418553 33.626198)",,1,3,0,0.732440,68.000000,1935.000000,45.000000,57.799999,629.873944,67.980702, 67.859354,7.748126,7.751874, 0.003748,71.666637,0.037037,57.799999, 629.873944,67.980702, 67.859354,7.748126,7.751874, 0.003748,71.666637,0.037037,57.799999, 629.873944,67.980702, 67.859354,7.748126,7.751874, 0.003748,71.666637,0.037037,57.799999, 67.963,67.038,67.939,67.975,67.919,67.864,66.974,67.880,67.958,65.879,61.338,62.037,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,68.000,67.980,67.960,67.940,67.920,67.899,67.879,57.670,67.887,67.915,67.944,67.972,68.000,67.986,67.972,67.958,67.945,67.931,67.917,67.903,67.889,67.875,67.862,67.848,67.834,67.820,57.624,67.826,67.845,67.864,67.884,67.903,67.922,67.942,67.961,67.981,68.000,66.843,65.686,64.530,63.373,62.216,61.059,59.903,49.912,60.533,63.022,65.511,68.000,68.000,68.000,68.000,68.000,68.000,68.000,68.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.998,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.864,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201300AB,,-1,,,202621,202705,"LINESTRING (-112.428301 33.631560, -112.428369 33.624253)",,3,3,0,0.503610,39.000000,700.000000,45.000000,33.150002,15.419120,38.999258, 38.994272,7.749862,7.750138, 0.000276,5.474821,0.007821,33.150002, 15.419120,38.999258, 38.994272,7.749862,7.750138, 0.000276,5.474821,0.007821,33.150002, 15.419120,38.999258, 38.994272,7.749862,7.750138, 0.000276,5.474821,0.007821,33.150002, 38.998,38.508,38.998,38.998,38.994,38.990,38.499,38.991,38.997,37.339,33.057,33.073,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.997,0.998,1.000,1.000,39.000,38.999,38.998,38.998,38.997,38.996,38.995,33.145,38.995,38.997,38.998,38.999,39.000,38.999,38.998,38.997,38.996,38.995,38.994,38.993,38.992,38.991,38.990,38.989,38.988,38.987,33.137,38.987,38.989,38.990,38.991,38.993,38.994,38.996,38.997,38.999,39.000,38.094,37.188,36.283,35.377,34.471,33.565,32.218,23.960,32.218,34.241,36.621,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.972,0.723,0.972,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201300BA,,-1,,,202705,202621,"LINESTRING (-112.425163 33.624223, -112.425095 33.631530)",,3,3,0,0.503610,39.000000,700.000000,45.000000,33.150002,15.875877,38.999220, 38.993982,7.749855,7.750145, 0.000290,5.637000,0.008053,33.150002, 15.875877,38.999220, 38.993982,7.749855,7.750145, 0.000290,5.637000,0.008053,33.150002, 15.875877,38.999220, 38.993982,7.749855,7.750145, 0.000290,5.637000,0.008053,33.150002, 38.998,38.508,38.997,38.998,38.994,38.989,38.499,38.991,38.997,37.288,32.824,32.720,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.990,0.987,1.000,1.000,39.000,38.999,38.998,38.997,38.997,38.996,38.995,33.144,38.995,38.996,38.998,38.999,39.000,38.999,38.998,38.997,38.996,38.995,38.994,38.992,38.991,38.990,38.989,38.988,38.987,38.986,33.136,38.986,38.988,38.989,38.991,38.992,38.994,38.995,38.997,38.998,39.000,38.066,37.132,36.198,35.264,34.331,33.397,29.871,23.151,29.871,33.832,36.416,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.901,0.698,0.901,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201316AB,,-1,,,202618,202622,"LINESTRING (-112.425140 33.638866, -112.425099 33.649422)",,3,3,0,0.727520,39.000000,700.000000,45.000000,33.150002,7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 7.378570,38.999787, 38.998358,7.749960,7.750040, 0.000079,2.619887,0.003743,33.150002, 39.000,38.511,38.999,38.999,38.998,38.997,38.509,38.997,38.999,37.635,34.914,35.346,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,33.148,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.997,38.997,38.997,38.996,38.996,33.146,38.996,38.997,38.997,38.998,38.998,38.998,38.999,38.999,39.000,39.000,38.255,37.510,36.766,36.021,35.276,34.531,33.786,28.056,34.033,35.688,37.344,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.846,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201316BA,,-1,,,202622,202618,"LINESTRING (-112.428305 33.649434, -112.428346 33.638878)",,3,3,0,0.727520,39.000000,700.000000,45.000000,33.150002,7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 7.207451,38.999796, 38.998422,7.749962,7.750038, 0.000076,2.559128,0.003656,33.150002, 39.000,38.511,38.999,38.999,38.998,38.997,38.509,38.998,38.999,37.541,34.565,35.044,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,33.149,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.999,38.998,38.998,38.998,38.997,38.997,38.997,38.997,38.996,33.146,38.996,38.997,38.997,38.998,38.998,38.998,38.999,38.999,39.000,39.000,38.204,37.409,36.613,35.818,35.022,34.226,33.431,27.752,33.647,35.431,37.216,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.837,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201317AB,,-1,,,202602,202588,"LINESTRING (-112.417127 33.640417, -112.419669 33.640431)",,2,3,0,0.146540,39.000000,900.000000,45.000000,33.150002,43.256527,38.999567, 38.996589,7.749917,7.750083, 0.000167,5.197416,0.005775,33.150002, 43.256527,38.999567, 38.996589,7.749917,7.750083, 0.000167,5.197416,0.005775,33.150002, 43.256527,38.999567, 38.996589,7.749917,7.750083, 0.000167,5.197416,0.005775,33.150002, 38.999,38.510,38.999,38.999,38.996,38.993,38.503,38.994,38.998,37.013,29.233,28.660,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.882,0.865,1.000,1.000,39.000,39.000,38.999,38.999,38.998,38.998,38.997,33.147,38.997,38.998,38.999,38.999,39.000,38.999,38.999,38.998,38.997,38.996,38.996,38.995,38.994,38.993,38.993,38.992,38.991,38.990,33.140,38.991,38.992,38.993,38.994,38.995,38.996,38.997,38.998,38.999,39.000,37.916,36.833,35.749,34.665,33.582,30.149,23.146,20.783,23.146,30.149,34.817,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.909,0.698,0.627,0.698,0.909,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201317BA,,-1,,,202588,202602,"LINESTRING (-112.419687 33.637225, -112.417145 33.637211)",,2,3,0,0.146540,39.000000,900.000000,45.000000,33.150002,4.284966,38.999991, 38.999932,7.749998,7.750002, 0.000003,0.514853,0.000572,33.150002, 4.284966,38.999991, 38.999932,7.749998,7.750002, 0.000003,0.514853,0.000572,33.150002, 4.284966,38.999991, 38.999932,7.749998,7.750002, 0.000003,0.514853,0.000572,33.150002, 39.000,38.512,39.000,39.000,39.000,39.000,38.512,39.000,39.000,37.394,33.434,33.625,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,33.150,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,38.124,37.248,36.372,35.496,34.620,33.745,35.549,25.457,35.549,34.632,36.816,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.768,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201318AB,,-1,,,202588,202587,"LINESTRING (-112.419678 33.638828, -112.418616 33.636979)",,7,3,0,0.141380,15.000000,1200.000000,45.000000,12.750000,42.325211,14.999366, 14.995108,7.749693,7.750307, 0.000613,15.028286,0.012524,12.750000, 42.325211,14.999366, 14.995108,7.749693,7.750307, 0.000613,15.028286,0.012524,12.750000, 42.325211,14.999366, 14.995108,7.749693,7.750307, 0.000613,15.028286,0.012524,12.750000, 14.999,14.809,14.998,14.998,14.995,14.991,14.801,14.992,14.997,14.266,11.435,11.245,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.897,0.882,1.000,1.000,15.000,14.999,14.999,14.998,14.997,14.997,14.996,12.745,14.996,14.997,14.998,14.999,15.000,14.999,14.998,14.997,14.996,14.996,14.995,14.994,14.993,14.992,14.991,14.990,14.989,14.989,12.739,14.989,14.990,14.991,14.993,14.994,14.995,14.996,14.998,14.999,15.000,14.599,14.199,13.798,13.398,12.997,12.124,9.093,8.005,9.093,12.124,13.609,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.951,0.713,0.628,0.713,0.951,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201319AB,,-1,,,202607,202586,"LINESTRING (-112.418467 33.640626, -112.419381 33.639043)",,7,3,0,0.123840,15.000000,1200.000000,45.000000,12.750000,4.080706,14.999988, 14.999907,7.749994,7.750006, 0.000012,1.448924,0.001207,12.750000, 4.080706,14.999988, 14.999907,7.749994,7.750006, 0.000012,1.448924,0.001207,12.750000, 4.080706,14.999988, 14.999907,7.749994,7.750006, 0.000012,1.448924,0.001207,12.750000, 15.000,14.812,15.000,15.000,15.000,15.000,14.812,15.000,15.000,14.387,12.888,12.958,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,12.750,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,12.750,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,14.666,14.331,13.997,13.663,13.328,12.994,13.895,9.687,13.895,13.351,14.176,15.000,15.000,15.000,15.000,15.000,15.000,15.000,15.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.760,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201320AB,,-1,,,202618,202588,"LINESTRING (-112.426753 33.637269, -112.419688 33.637225)",,2,3,0,0.407290,39.000000,900.000000,45.000000,33.150002,28.151129,38.999791, 38.998353,7.749960,7.750040, 0.000081,3.382452,0.003758,33.150002, 28.151129,38.999791, 38.998353,7.749960,7.750040, 0.000081,3.382452,0.003758,33.150002, 28.151129,38.999791, 38.998353,7.749960,7.750040, 0.000081,3.382452,0.003758,33.150002, 39.000,38.511,38.999,38.999,38.998,38.997,38.508,38.997,38.999,37.400,33.509,33.716,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,33.148,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.998,38.998,38.998,38.997,38.997,38.996,38.996,38.996,38.995,33.145,38.996,38.996,38.997,38.997,38.998,38.998,38.999,38.999,39.000,39.000,38.127,37.255,36.382,35.509,34.636,33.764,35.898,25.566,35.898,34.671,36.836,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.771,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201320BA,,-1,,,202588,202618,"LINESTRING (-112.419668 33.640431, -112.426733 33.640475)",,2,3,0,0.407290,39.000000,900.000000,45.000000,33.150002,28.878185,38.999782, 38.998281,7.749958,7.750042, 0.000084,3.469810,0.003855,33.150002, 28.878185,38.999782, 38.998281,7.749958,7.750042, 0.000084,3.469810,0.003855,33.150002, 28.878185,38.999782, 38.998281,7.749958,7.750042, 0.000084,3.469810,0.003855,33.150002, 39.000,38.511,38.999,38.999,38.998,38.996,38.508,38.997,38.999,37.200,32.276,32.037,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.974,0.966,1.000,1.000,39.000,39.000,39.000,38.999,38.999,38.999,38.999,33.148,38.999,38.999,38.999,39.000,39.000,39.000,38.999,38.999,38.999,38.998,38.998,38.997,38.997,38.997,38.996,38.996,38.996,38.995,33.145,38.995,38.996,38.996,38.997,38.997,38.998,38.998,38.999,38.999,39.000,38.018,37.036,36.054,35.072,34.091,38.953,27.475,22.597,27.475,38.953,36.012,39.000,39.000,39.000,39.000,39.000,39.000,39.000,39.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.829,0.682,0.829,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
